building,day,teacher,school,room,semester,faculty,course_type,course_name,course_number,hours
מכסיקו,א',"ד""ר צולקמן תמר",תולדות האמנות ,115 ,א',אמנויות,שיעור,מבוא לאמנות הרנסנס: על הציור - אמנות ותיאוריה ברנסנס,0821-1432-01,1600 - 1400
קיקואין,ה',"ד""ר שוסטרמן רבקה",תולדות האמנות ,001 ,א',אמנויות,שיעור,מבוא לאמנות מודרנית: אמנות המאה ה-19,0821-1509-01,1400 - 1200
מכסיקו,ה',"ד""ר לוריא חיון עדי מיכל",תולדות האמנות ,115 ,ב',אמנויות,שיעור,מבוא לאמנות מודרנית: אמנות מסוף המאה ה-19 ועד מחצית המאה העשרים,0821-1528-01,1200 - 1000
מכסיקו,ב',"ד""ר שבי אורלי",תולדות האמנות ,115 ,א',אמנויות,שיעור,מבוא לאמנות ישראלית: סוגיות נבחרות באמנות הישראלית,0821-1620-01,1600 - 1400
מכסיקו,ד',"ד""ר שדה סביליה נאוה גרציאלה",תולדות האמנות ,206ג,א',אמנויות,תרגיל,שפת האמנות החזותית: התבוננות וניתוח,0821-1710-01,2000 - 1800
מכסיקו,ד',"ד""ר ארונוב איגור",תולדות האמנות ,212 ,ב',אמנויות,תרגיל,שפת האמנות החזותית: התבוננות וניתוח,0821-1710-02,1400 - 1200
מכסיקו,א',"ד""ר שדה סביליה נאוה גרציאלה",תולדות האמנות ,206ג,ב',אמנויות,תרגיל,שפת האמנות החזותית: התבוננות וניתוח,0821-1710-03,1400 - 1200
מכסיקו,א',"ד""ר צולקמן תמר",תולדות האמנות ,206ג,א',אמנויות,תרגיל,יסודות הכתיבה האקדמית,0821-1711-01,1400 - 1200
מכסיקו,ב',"ד""ר ברטל כהן רננה",תולדות האמנות ,200 ,ב',אמנויות,תרגיל,יסודות הכתיבה האקדמית,0821-1711-02,1400 - 1200
מכסיקו,ג',"ד""ר מיכאלי טלילה",תולדות האמנות ,200 ,ב',אמנויות,תרגיל,יסודות הכתיבה האקדמית,0821-1711-03,1200 - 1000
מכסיקו,ד',"ד""ר זהר אילת",תולדות האמנות ,206א,א',אמנויות,שיעור,"מבוא לאמנות גלובלית: תרבות חזותית, קולוניאליזם וגלובליזציה באסיה במבט ביקורתי",0821-1720-01,1600 - 1400
מכסיקו,ג',"ד""ר שגיב חאיק עדית",תולדות האמנות ,206ג,א',אמנויות,תרגיל,תרגיל קריאה / העת העתיקה,0821-1801-01,1200 - 1000
מכסיקו,ג',"ד""ר שגיב חאיק עדית",תולדות האמנות ,206ג,א',אמנויות,תרגיל,תרגיל קריאה / העת העתיקה,0821-1801-02,1200 - 1000
מכסיקו,ה',גב' גלעד איריס,תולדות האמנות ,212 ,ב',אמנויות,תרגיל,תרגיל קריאה העת החדשה,0821-1802-03,1400 - 1200
מכסיקו,ה',גב' גלעד איריס,תולדות האמנות ,212 ,ב',אמנויות,תרגיל,תרגיל קריאה העת החדשה,0821-1802-04,1400 - 1200
קיקואין,א',  ,תולדות האמנות ,001 ,א',אמנויות,שיעור,אמנות על ציר הזמן: העת העתיקה - ממצרים ועד סוף ימי הביניים,0821-1900-01,1800 - 1600
קיקואין,א',  ,תולדות האמנות ,001 ,ב',אמנויות,שיעור,אמנות על ציר הזמן: העת החדשה - מהרנסנס ועד לאמנות המודרנית,0821-1902-01,1800 - 1600
מכסיקו,ה',"ד""ר ברטל כהן רננה",תולדות האמנות ,206ג,א',אמנויות,פרוסמינר,אמנות ותיאוריה,0821-2187-01,1400 - 1000
מכסיקו,ג',"ד""ר שבי אורלי",תולדות האמנות ,206ג,א',אמנויות,פרוסמינר,אמנות ותיאוריה,0821-2187-02,2000 - 1600
מכסיקו,ה',"ד""ר ברטל כהן רננה",תולדות האמנות ,213 ,ב',אמנויות,פרוסמינר,אמנות ותיאוריה,0821-2187-03,1400 - 1000
מכסיקו,ב',"ד""ר צולקמן תמר",תולדות האמנות ,200 ,א',אמנויות,סמינר,אספנות כפייתית - הסקרנות המלומדת במאות ה-16 וה-17 באירופה,0821-3200-01,2000 - 1600
מכסיקו,ד',"ד""ר ארונוב איגור",תולדות האמנות ,200 ,א',אמנויות,סמינר,"""האחר"" באמנות המודרנית",0821-3201-01,1600 - 1200
מכסיקו,ד',"ד""ר זהר אילת",תולדות האמנות ,200 ,א',אמנויות,סמינר,"ייצוגי גוף, מגדר, ומיניות ביפן",0821-3215-01,2000 - 1600
מכסיקו,ב',"ד""ר פישר מתתיהו",תולדות האמנות ,119א,א',אמנויות,סמינר,טראגי-קומי-סטירי: המחזות הקלאסיים והאמנות החזותית,0821-3220-01,1600 - 1200
מכסיקו,ה',"ד""ר פישהוף גיל",תולדות האמנות ,200 ,ב',אמנויות,סמינר,"גיאוגרפיה קדושה, מסורת וחידוש: האמנות הנוצרית בירושלים בימי הביניים-בין השמיימי",0821-3225-01,1800 - 1400
מכסיקו,ג',"ד""ר דקל טל",תולדות האמנות ,200 ,ב',אמנויות,סמינר,הגירה ואמנות בישראל ? סוגיות של מגדר וזהות בעידן של גלובליזציה,0821-3230-01,2000 - 1600
מכסיקו,ב',"ד""ר אמיר מעין",תולדות האמנות ,200 ,ב',אמנויות,סמינר,דימויים מפלילים,0821-3240-01,1200 - 0800
קיקואין,ב',"ד""ר הנדלר יוסף",תולדות האמנות ,002 ,ב',אמנויות,סמינר,מקתדרלת נוטרדאם למוזיאון הלובר: סמינר יישומי בפריז,0821-3800-01,2000 - 1600
מכסיקו,ג',"ד""ר שבי אורלי",תולדות האמנות ,213 ,ב',אמנויות,סמינר,פרקטיקות של צפייה באמנות: ביקור בגלריות ומוזיאונים,0821-3802-01,1400 - 1000
מכסיקו,ג',"ד""ר הנדלר יוסף",תולדות האמנות ,200 ,א',אמנויות,סמינר,"עושה הניסים בשיש: הדיוקנאות של ברניני, מבטים מצטלבים",0821-5010-01,1800 - 1400
מכסיקו,א',"ד""ר לוריא חיון עדי מיכל",תולדות האמנות ,200 ,ב',אמנויות,סמינר,סקפיציזם ואמנות,0821-5020-01,1800 - 1400
מכסיקו,ג',"ד""ר ברטל כהן רננה",תולדות האמנות ,200 ,א',אמנויות,סמינר,בגן נעול: נזירות כפטרוניות,0821-5025-01,1400 - 1000
מכסיקו,ב',"ד""ר צולקמן תמר",תולדות האמנות ,200 ,ב',אמנויות,סמינר,דבר אלי בתמונות: אמבלמות ליודעי סוד,0821-5030-01,2000 - 1600
מכסיקו,ה',"ד""ר קפיטיקין לב אריה",תולדות האמנות ,200 ,א',אמנויות,סמינר,המופלא : עאג'איב באמנות ותרבות האסלאם,0821-5035-01,1600 - 1200
מכסיקו,ד',"ד""ר שוסטרמן רבקה",תולדות האמנות ,200 ,ב',אמנויות,סמינר,משפחות באמנות הישראלית,0821-5040-01,1400 - 1000
מכסיקו,ג',"ד""ר מיכאלי טלילה",תולדות האמנות ,200 ,ב',אמנויות,סמינר,תיאורי בעלי חיים ותפקידם באמנות העולם העתיק,0821-5045-01,1600 - 1200
מכסיקו,ב',"ד""ר שבי אורלי",תולדות האמנות ,206ג,ב',אמנויות,סמינר,ההיסטוריה של מרחבי היומיום בצילום,0821-5049-01,1600 - 1200
מכסיקו,ד',"ד""ר זהר אילת",תולדות האמנות ,200 ,ב',אמנויות,סמינר,"המצאת ה""יפאניות"": ציור, צילום, והדפס 1868-1940",0821-5050-01,2000 - 1600
מכסיקו,ה',פרופ פינקוס אסף,תולדות האמנות ,200 ,ב',אמנויות,סמינר,"בדרך לסנטיאגו: מסעות ועולי רגל באמנות ימה""ב",0821-5055-01,1400 - 1000
קיקואין,ה',"ד""ר זהבי אהד",תולדות האמנות ,002 ,ב',אמנויות,סמינר,פרצופיות: בין הפנים והדיוקן,0821-5059-01,2000 - 1600
מכסיקו,ה',"ד""ר מימון ורד",תולדות האמנות ,200 ,א',אמנויות,סמינר,סוגיות ותיאוריות באמנות עכשווית,0821-5579-01,2000 - 1600
מכסיקו,ב',"ד""ר מימון ורד",תולדות האמנות ,200 ,א',אמנויות,סמינר,תיאוריות ומתודות בתולדות האמנות,0821-5677-01,1600 - 1200
None,None,  ,תולדות האמנות ,    ,א',אמנויות,בחינת גמ,בחינת גמר לתואר שני,0821-5900-01,None
מכסיקו,א',"ד""ר גילעת יעל",תולדות האמנות ,211 ,ב',אמנויות,שיעור,אמנות עכשיו!  מבט על אמנות בישראל בשנות ה-80  ומהן לעבר ההווה,0821-6006-01,1800 - 1600
מכסיקו,א',"ד""ר מיכאלי טלילה",תולדות האמנות ,213 ,א',אמנויות,שיעור,מיתוסים בשולי המיתוסים ביוון וברומא,0821-6012-01,1400 - 1200
מכסיקו,ב',"ד""ר הגר נעמי",תולדות האמנות ,206א,ב',אמנויות,שיעור,"הקרבה, דם וקדושה באמנות השיעית",0821-6015-01,2000 - 1800
מכסיקו,ג',"ד""ר שוסטרמן רבקה",תולדות האמנות ,206א,א',אמנויות,שיעור,צבעי מים באמנות הישראלית,0821-6016-01,1400 - 1200
קיקואין,ד',גב' מאיר תמר,תולדות האמנות ,001 ,ב',אמנויות,שיעור,"מהפכות, קטסטרופות ומלחמות באמנות המאה ה-19",0821-6017-01,1400 - 1200
מכסיקו,ה',"ד""ר הנדלר יוסף",תולדות האמנות ,200 ,א',אמנויות,שיעור,רנסנס קליפורני: על הולדת אוסף ומוזיאון הגטי,0821-6020-01,1000 - 0800
קיקואין,ג',"ד""ר צדפי קרן",תולדות האמנות ,001 ,ב',אמנויות,שיעור,"אוריינטליזם, קולוניאליזם וארכיטקטורה: קהיר כנרטיב בתקופה המודרנית",0821-6040-01,1800 - 1600
מכסיקו,ב',"ד""ר מיכאלי טלילה",תולדות האמנות ,200 ,א',אמנויות,סדנה,סדנת מקורות עתיקים,0821-6045-01,1200 - 1000
קיקואין,ה',"ד""ר בלס גולדה",תולדות האמנות ,001 ,ב',אמנויות,שיעור,האמנות ככלי תעמולה ברומא בתקופת הרנסנס והבארוק,0821-6050-01,1400 - 1200
מכסיקו,ג',"ד""ר שוסטרמן רבקה",תולדות האמנות ,208 ,ב',אמנויות,שיעור,פיסול בריטי במאה ה-20,0821-6055-01,1400 - 1200
מכסיקו,ד',"ד""ר שדה סביליה נאוה גרציאלה",תולדות האמנות ,213 ,ב',אמנויות,שיעור,"פסיכה וסומא: ""הגוף הפוליטי"" בעולם הקלאסי ובאמנות ישראלית עכשווית - שיח השוואתי",0821-6060-01,2000 - 1800
מכסיקו,ג',"ד""ר סלע רונה",תולדות האמנות ,213 ,ב',אמנויות,שיעור,"צילום, וידאו ואמנות חזותית פלסטינית עכשווית בזיקה לאמנות מהמזרח הקרוב וממדינות ע",0821-6061-01,2000 - 1800
מכסיקו,א',"ד""ר מיכאלי טלילה",תולדות האמנות ,211 ,ב',אמנויות,שיעור,האדס ואליזיום-אמנות קבורה בעולם העתיק,0821-6065-01,1400 - 1200
קיקואין,ד',"ד""ר זהר אילת",תולדות האמנות ,001 ,ב',אמנויות,שיעור,"צילום קולוניאלי ופוסט-קולוניאלי: צילום באסיה, צילום מאסיה",0821-6070-01,1600 - 1400
קיקואין,ד',"ד""ר בנאי מירה עידית",תולדות האמנות ,001 ,ב',אמנויות,שיעור,שדה האמנות בישראל,0821-6090-01,1800 - 1600
מכסיקו,ה',מר עברון ניר,תולדות האמנות ,213 ,א',אמנויות,שיעור,"כתת אמן: אמת ושקרים אחרים, 24 פעמים בשניה",0821-6190-01,1800 - 1600
קיקואין,ב',"ד""ר הגר נעמי",תולדות האמנות ,001 ,א',אמנויות,שיעור,"ארמונות בעידן האימפריות המוסלמיות: מבט משווה (איראן, הודו והאימפריה העת'מאנית במ",0821-6394-01,1800 - 1600
קיקואין,ה',"ד""ר בלס גולדה",תולדות האמנות ,001 ,א',אמנויות,שיעור,הארמון והוילה: אדריכלות ועיטור ברנסנס האיטלקי,0821-6439-01,1200 - 1000
מכסיקו,ד',"ד""ר פישהוף גיל",תולדות האמנות ,206א,א',אמנויות,שיעור,"האמנות הרומנסקית באירופה: לידה, תחייה והמצאה",0821-6539-01,1400 - 1200
מכסיקו,ב',"ד""ר קלורמן-עראקי נעמה",תולדות האמנות ,211 ,א',אמנויות,שיעור,צילום ואקטיביזם חברתי,0821-6616-01,1400 - 1200
מכסיקו,ב',"ד""ר לוריא חיון עדי מיכל",תולדות האמנות ,206א,ב',אמנויות,שיעור,אמנות וסאונד,0821-6694-01,1400 - 1200
None,ג',גב' גל-נור אפרת,תולדות האמנות ,    ,א',אמנויות,סדנה,שיעור במקצועות האמנות - חומרים וטכניקות בציור,0821-6803-01,1200 - 0800
מכסיקו,א',"ד""ר קפיטיקין לב אריה",תולדות האמנות ,117א,ב',אמנויות,סדנה,סדנה  באמנות האסלאם במוזיאון,0821-6999-01,1400 - 1200
None,None,  ,תולדות האמנות ,    ,א',אמנויות,הדרכה אי,הנחיית תזה,0821-9988-01,None
None,None,  ,תולדות האמנות ,    ,ב',אמנויות,הדרכה אי,הנחיית תזה,0821-9988-01,None
None,None,  ,תולדות האמנות ,    ,א',אמנויות,עבודת גמ,עבודת גמר,0821-9999-01,None
בוכמן-מהטה,ב',"ד""ר בלושטיין מרים",ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,001מ,ב',אמנויות,שיעור ות,כתיבה אקדמית הלכה למעשה (ביצוע),0842-1001-01,1200 - 1000
None,None,מר רוזנקרנץ עדי,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,א',אמנויות,בחינה,מבחן בהאזנה א',0842-1015-01,None
None,None,מר רוזנקרנץ עדי,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,ב',אמנויות,בחינה,מבחן בהאזנה א',0842-1015-01,None
None,None,  ,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,א',אמנויות,שיעור,נגינה בחליל -א,0842-1100-01,None
None,None,  ,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,ב',אמנויות,שיעור,נגינה בחליל -א,0842-1100-01,None
None,None,פרופ ארנהיים יוסי,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,א',אמנויות,הדרכה אי,נגינה בחליל -א,0842-1100-02,None
None,None,פרופ ארנהיים יוסי,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,ב',אמנויות,הדרכה אי,נגינה בחליל -א,0842-1100-02,None
None,None,פרופ ארנהיים יוסי,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,א',אמנויות,הדרכה אי,נגינה בחליל -א,0842-1100-03,None
None,None,פרופ ארנהיים יוסי,ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,    ,ב',אמנויות,הדרכה אי,נגינה בחליל -א,0842-1100-03,None
